member_id,chamber,congress,number,date,year,category,requires,vote_id,question,bill,amendment,vote,bill_title,amendment_title,text
S223,s,106.0,66.0,2000-04-07T09:45:00-04:00,2000,amendment,1/2,s66-106.2000,On the Amendment S.Amdt. 3074 to S.Amdt. 2934 to S.Con.Res. 101 (No short title on file),"{""title"": ""No short title on file"", ""type"": ""sconres"", ""number"": 101, ""congress"": 106}","{""type"": ""s"", ""number"": 3074, ""purpose"": ""In the nature of a perfecting amendment.""}",1.0,No short title on file,,On the Amendment S.Amdt.  to S.Amdt.  to S.Con.Res.  (No short title on file) No short title on file 
S223,s,106.0,67.0,2000-04-07T10:06:00-04:00,2000,procedural,3/5,s67-106.2000,On the Motion (Motion to Waive the CBA RE: Graham Amendment No. 2966),"{""title"": ""No short title on file"", ""type"": ""sconres"", ""number"": 101, ""congress"": 106}","{""type"": ""s"", ""number"": 2966, ""purpose"": ""To establish a reserve fund for additional ESEA funding.""}",1.0,No short title on file,,On the Motion (Motion to Waive the CBA RE: Graham Amendment No. ) No short title on file 
S223,s,106.0,68.0,2000-04-07T10:23:00-04:00,2000,amendment,1/2,s68-106.2000,On the Amendment S.Amdt. 2907 to S.Con.Res. 101 (No short title on file),"{""title"": ""No short title on file"", ""type"": ""sconres"", ""number"": 101, ""congress"": 106}","{""type"": ""s"", ""number"": 2907, ""purpose"": ""To strike the reconciliation instruction for tax cuts, thereby allowing surpluses to go toward DEBT REDUCTION.""}",1.0,No short title on file,,On the Amendment S.Amdt.  to S.Con.Res.  (No short title on file) No short title on file 
S223,s,106.0,69.0,2000-04-07T10:41:00-04:00,2000,amendment,1/2,s69-106.2000,On the Amendment S.Amdt. 2939 to S.Con.Res. 101 (No short title on file),"{""title"": ""No short title on file"", ""type"": ""sconres"", ""number"": 101, ""congress"": 106}","{""type"": ""s"", ""number"": 2939, ""purpose"": ""To reduce the GOP tax cut by less than 1 percent in FY2001, and 1.8 percent over 5 years, to increase the Pell grant maximum by a total of $400- raising the basic Pell grant from the current $3,300 to $3,700.""}",1.0,No short title on file,,On the Amendment S.Amdt.  to S.Con.Res.  (No short title on file) No short title on file 
S223,s,106.0,7.0,2000-02-08T14:18:00-05:00,2000,cloture,3/5,s7-106.2000,On the Cloture Motion S.Amdt. 2808 to S. 1287 (Nuclear Waste Policy Amendments Act of 2000),"{""title"": ""Nuclear Waste Policy Amendments Act of 2000"", ""type"": ""s"", ""number"": 1287, ""congress"": 106}","{""type"": ""s"", ""number"": 2808, ""purpose"": ""To provide a complete substitute.""}",0.0,Nuclear Waste Policy Amendments Act of 2000,,On the Cloture Motion S.Amdt.  to S.  (Nuclear Waste Policy Amendments Act of ) Nuclear Waste Policy Amendments Act of  
S223,s,106.0,70.0,2000-04-07T11:03:00-04:00,2000,procedural,3/5,s70-106.2000,On the Motion (Motion to Waive the CBA with respect to Ashcroft Amendment No. 3032),"{""title"": ""No short title on file"", ""type"": ""sconres"", ""number"": 101, ""congress"": 106}","{""type"": ""s"", ""number"": 3032, ""purpose"": ""To protect the Medicare surpluses through strengthened budgetary enforcement mechanisms.""}",0.0,No short title on file,,On the Motion (Motion to Waive the CBA with respect to Ashcroft Amendment No. ) No short title on file 
S223,s,106.0,71.0,2000-04-07T11:22:00-04:00,2000,amendment,1/2,s71-106.2000,On the Amendment S.Amdt. 2957 to S.Con.Res. 101 (No short title on file),"{""title"": ""No short title on file"", ""type"": ""sconres"", ""number"": 101, ""congress"": 106}","{""type"": ""s"", ""number"": 2957, ""purpose"": ""To provide a  substitute.""}",1.0,No short title on file,,On the Amendment S.Amdt.  to S.Con.Res.  (No short title on file) No short title on file 
S223,s,106.0,72.0,2000-04-07T11:50:00-04:00,2000,procedural,1/2,s72-106.2000,On the Motion to Table S.Amdt. 3075 to S.Amdt. 2984 to S.Con.Res. 101 (No short title on file),"{""title"": ""No short title on file"", ""type"": ""sconres"", ""number"": 101, ""congress"": 106}","{""type"": ""s"", ""number"": 3075, ""purpose"": ""To express the sense of the Senate with regard to the Individuals with Disabilities Education Act""}",1.0,No short title on file,,On the Motion to Table S.Amdt.  to S.Amdt.  to S.Con.Res.  (No short title on file) No short title on file 
S223,s,106.0,73.0,2000-04-07T12:16:00-04:00,2000,amendment,1/2,s73-106.2000,On the Amendment S.Amdt. 3076 to S.Amdt. 2994 to S.Con.Res. 101 (No short title on file),"{""title"": ""No short title on file"", ""type"": ""sconres"", ""number"": 101, ""congress"": 106}","{""type"": ""s"", ""number"": 3076, ""purpose"": ""To increase discretionary health funding by $1,600,000,000.""}",0.0,No short title on file,,On the Amendment S.Amdt.  to S.Amdt.  to S.Con.Res.  (No short title on file) No short title on file 
S223,s,106.0,74.0,2000-04-07T12:46:00-04:00,2000,amendment,1/2,s74-106.2000,On the Amendment S.Amdt. 3077 to S.Amdt. 2954 to S.Con.Res. 101 (No short title on file),"{""title"": ""No short title on file"", ""type"": ""sconres"", ""number"": 101, ""congress"": 106}","{""type"": ""s"", ""number"": 3077, ""purpose"": ""To express the sense of the Senate regarding the enforcement of Federal firearms laws.""}",0.0,No short title on file,,On the Amendment S.Amdt.  to S.Amdt.  to S.Con.Res.  (No short title on file) No short title on file 
S223,s,106.0,75.0,2000-04-07T13:08:00-04:00,2000,amendment,1/2,s75-106.2000,On the Amendment S.Amdt. 3078 to S.Amdt. 2951 to S.Con.Res. 101 (No short title on file),"{""title"": ""No short title on file"", ""type"": ""sconres"", ""number"": 101, ""congress"": 106}","{""type"": ""s"", ""number"": 3078, ""purpose"": ""To express the sense of the Senate that any increase in the minimum wage should be accompanied by tax relief for small businesses.""}",0.0,No short title on file,,On the Amendment S.Amdt.  to S.Amdt.  to S.Con.Res.  (No short title on file) No short title on file 
S223,s,106.0,76.0,2000-04-07T13:29:00-04:00,2000,amendment,1/2,s76-106.2000,On the Amendment S.Amdt. 3079 to S.Amdt. 2951 to S.Con.Res. 101 (No short title on file),"{""title"": ""No short title on file"", ""type"": ""sconres"", ""number"": 101, ""congress"": 106}","{""type"": ""s"", ""number"": 3079, ""purpose"": ""To express the sense of the Senate concerning an increase in the Federal minimum wage.""}",1.0,No short title on file,,On the Amendment S.Amdt.  to S.Amdt.  to S.Con.Res.  (No short title on file) No short title on file 
S223,s,106.0,77.0,2000-04-07T13:58:00-04:00,2000,procedural,1/2,s77-106.2000,On the Motion to Table S.Amdt. 2962 to S.Con.Res. 101 (No short title on file),"{""title"": ""No short title on file"", ""type"": ""sconres"", ""number"": 101, ""congress"": 106}","{""type"": ""s"", ""number"": 2962, ""purpose"": ""To expand medicaid and S. CHIP coverage to low income families.""}",0.0,No short title on file,,On the Motion to Table S.Amdt.  to S.Con.Res.  (No short title on file) No short title on file 
S223,s,106.0,78.0,2000-04-07T14:13:00-04:00,2000,amendment,1/2,s78-106.2000,On the Amendment S.Amdt. 2962 to S.Con.Res. 101 (No short title on file),"{""title"": ""No short title on file"", ""type"": ""sconres"", ""number"": 101, ""congress"": 106}","{""type"": ""s"", ""number"": 2962, ""purpose"": ""To expand medicaid and S. CHIP coverage to low income families.""}",1.0,No short title on file,,On the Amendment S.Amdt.  to S.Con.Res.  (No short title on file) No short title on file 
S223,s,106.0,79.0,2000-04-07T14:55:00-04:00,2000,passage,1/2,s79-106.2000,On the Concurrent Resolution H.Con.Res. 290,"{""title"": ""A concurrent resolution establishing the congressional budget for the United States Government for fiscal year 2001, revising the congressional budget for the United States Government for fiscal year 2000, and setting forth appropriate budgetary levels for each of fiscal years 2002 through 2005."", ""type"": ""hconres"", ""number"": 290, ""congress"": 106}",null,0.0,"A concurrent resolution establishing the congressional budget for the United States Government for fiscal year 2001, revising the congressional budget for the United States Government for fiscal year 2000, and setting forth appropriate budgetary levels for each of fiscal years 2002 through 2005.",,"On the Concurrent Resolution H.Con.Res.  A concurrent resolution establishing the congressional budget for the United States Government for fiscal year , revising the congressional budget for the United States Government for fiscal year , and setting forth appropriate budgetary levels for each of fiscal years  through . "
S223,s,106.0,8.0,2000-02-10T11:02:00-05:00,2000,passage,1/2,s8-106.2000,On Passage of the Bill S. 1287,"{""title"": ""An original bill to provide for the storage of spent nuclear fuel pending completion of the nuclear waste repository, and for other purposes."", ""type"": ""s"", ""number"": 1287, ""congress"": 106}",null,0.0,"An original bill to provide for the storage of spent nuclear fuel pending completion of the nuclear waste repository, and for other purposes.",,"On Passage of the Bill S.  An original bill to provide for the storage of spent nuclear fuel pending completion of the nuclear waste repository, and for other purposes. "
S223,s,106.0,80.0,2000-04-11T14:29:00-04:00,2000,cloture,3/5,s80-106.2000,On the Cloture Motion S. 2285,"{""title"": ""A bill instituting a Federal fuels tax holiday."", ""type"": ""s"", ""number"": 2285, ""congress"": 106}",null,0.0,A bill instituting a Federal fuels tax holiday.,,On the Cloture Motion S.  A bill instituting a Federal fuels tax holiday. 
S223,s,106.0,81.0,2000-04-12T14:31:00-04:00,2000,passage,1/2,s81-106.2000,On Passage of the Bill S. 2323,"{""title"": ""A bill to amend the Fair Labor Standards Act of 1938 to clarify the treatment of stock options under the Act."", ""type"": ""s"", ""number"": 2323, ""congress"": 106}",null,1.0,A bill to amend the Fair Labor Standards Act of 1938 to clarify the treatment of stock options under the Act.,,On Passage of the Bill S.  A bill to amend the Fair Labor Standards Act of  to clarify the treatment of stock options under the Act. 
S223,s,106.0,82.0,2000-04-13T14:01:00-04:00,2000,cloture,3/5,s82-106.2000,On the Cloture Motion S.Amdt. 3090 to H.R. 6 (Marriage Tax Penalty Relief Act of 2000),"{""title"": ""Marriage Tax Penalty Relief Act of 2000"", ""type"": ""hr"", ""number"": 6, ""congress"": 106}","{""type"": ""s"", ""number"": 3090, ""purpose"": ""To provide a committee amendment.""}",0.0,Marriage Tax Penalty Relief Act of 2000,,On the Cloture Motion S.Amdt.  to H.R.  (Marriage Tax Penalty Relief Act of ) Marriage Tax Penalty Relief Act of  
S223,s,106.0,83.0,2000-04-13T14:27:00-04:00,2000,cloture,3/5,s83-106.2000,On the Cloture Motion H.R. 6,"{""title"": ""A bill to amend the Internal Revenue Code of 1986 to eliminate the marriage penalty by providing that the income tax rate bracket amounts, and the amount of the standard deduction, for joint returns shall be twice the amounts applicable to unmarried individuals."", ""type"": ""hr"", ""number"": 6, ""congress"": 106}",null,0.0,"A bill to amend the Internal Revenue Code of 1986 to eliminate the marriage penalty by providing that the income tax rate bracket amounts, and the amount of the standard deduction, for joint returns shall be twice the amounts applicable to unmarried individuals.",,"On the Cloture Motion H.R.  A bill to amend the Internal Revenue Code of  to eliminate the marriage penalty by providing that the income tax rate bracket amounts, and the amount of the standard deduction, for joint returns shall be twice the amounts applicable to unmarried individuals. "
S223,s,106.0,84.0,2000-04-13T14:44:00-04:00,2000,passage,1/2,s84-106.2000,On the Concurrent Resolution H.Con.Res. 303,"{""title"": ""A concurrent resolution providing for a conditional adjournment of the House of Representatives and a conditional adjournment or recess of the Senate."", ""type"": ""hconres"", ""number"": 303, ""congress"": 106}",null,0.0,A concurrent resolution providing for a conditional adjournment of the House of Representatives and a conditional adjournment or recess of the Senate.,,On the Concurrent Resolution H.Con.Res.  A concurrent resolution providing for a conditional adjournment of the House of Representatives and a conditional adjournment or recess of the Senate. 
S223,s,106.0,85.0,2000-04-13T18:26:00-04:00,2000,passage,1/2,s85-106.2000,On the Conference Report H.Con.Res. 290,"{""title"": ""A concurrent resolution establishing the congressional budget for the United States Government for fiscal year 2001, revising the congressional budget for the United States Government for fiscal year 2000, and setting forth appropriate budgetary levels for each of fiscal years 2002 through 2005."", ""type"": ""hconres"", ""number"": 290, ""congress"": 106}",null,0.0,"A concurrent resolution establishing the congressional budget for the United States Government for fiscal year 2001, revising the congressional budget for the United States Government for fiscal year 2000, and setting forth appropriate budgetary levels for each of fiscal years 2002 through 2005.",,"On the Conference Report H.Con.Res.  A concurrent resolution establishing the congressional budget for the United States Government for fiscal year , revising the congressional budget for the United States Government for fiscal year , and setting forth appropriate budgetary levels for each of fiscal years  through . "
S223,s,106.0,86.0,2000-04-25T14:17:00-04:00,2000,cloture,3/5,s86-106.2000,On the Cloture Motion S.J.Res. 3,"{""title"": ""A joint resolution proposing an amendment to the Constitution of the United States to protect the rights of crime victims."", ""type"": ""sjres"", ""number"": 3, ""congress"": 106}",null,1.0,A joint resolution proposing an amendment to the Constitution of the United States to protect the rights of crime victims.,,On the Cloture Motion S.J.Res.  A joint resolution proposing an amendment to the Constitution of the United States to protect the rights of crime victims. 
S223,s,106.0,87.0,2000-04-27T12:01:00-04:00,2000,cloture,3/5,s87-106.2000,On the Cloture Motion S.Amdt. 3090 to H.R. 6 (Marriage Tax Penalty Relief Act of 2000),"{""title"": ""Marriage Tax Penalty Relief Act of 2000"", ""type"": ""hr"", ""number"": 6, ""congress"": 106}","{""type"": ""s"", ""number"": 3090, ""purpose"": ""To provide a committee amendment.""}",0.0,Marriage Tax Penalty Relief Act of 2000,,On the Cloture Motion S.Amdt.  to H.R.  (Marriage Tax Penalty Relief Act of ) Marriage Tax Penalty Relief Act of  
S223,s,106.0,88.0,2000-05-02T15:15:00-04:00,2000,veto-override,2/3,s88-106.2000,On Overriding the Veto S. 1287,"{""title"": ""An original bill to provide for the storage of spent nuclear fuel pending completion of the nuclear waste repository, and for other purposes."", ""type"": ""s"", ""number"": 1287, ""congress"": 106}",null,0.0,"An original bill to provide for the storage of spent nuclear fuel pending completion of the nuclear waste repository, and for other purposes.",,"On Overriding the Veto S.  An original bill to provide for the storage of spent nuclear fuel pending completion of the nuclear waste repository, and for other purposes. "
S223,s,106.0,89.0,2000-05-03T18:04:00-04:00,2000,amendment,1/2,s89-106.2000,On the Amendment S.Amdt. 3110 to S. 2 (Educational Opportunities Act),"{""title"": ""Educational Opportunities Act"", ""type"": ""s"", ""number"": 2, ""congress"": 106}","{""type"": ""s"", ""number"": 3110, ""purpose"": ""To strengthen the Academic Achievement for All Demonstration Act (Straight A's Act).""}",1.0,Educational Opportunities Act,,On the Amendment S.Amdt.  to S.  (Educational Opportunities Act) Educational Opportunities Act 
S223,s,106.0,9.0,2000-02-10T12:49:00-05:00,2000,procedural,1/2,s9-106.2000,"On the Motion (Motion to Proceed to Exec. Session to Consider Nomination of Thomas L. Ambro): Thomas L. Ambro, of Delaware, to be United States Circuit Judge for the Third Circuit",null,null,1.0,,,"On the Motion (Motion to Proceed to Exec. Session to Consider Nomination of Thomas L. Ambro): Thomas L. Ambro, of Delaware, to be United States Circuit Judge for the Third Circuit  "
S223,s,106.0,90.0,2000-05-03T18:30:00-04:00,2000,amendment,1/2,s90-106.2000,On the Amendment S.Amdt. 3111 to S. 2 (Educational Opportunities Act),"{""title"": ""Educational Opportunities Act"", ""type"": ""s"", ""number"": 2, ""congress"": 106}","{""type"": ""s"", ""number"": 3111, ""purpose"": ""To improve the bill.""}",1.0,Educational Opportunities Act,,On the Amendment S.Amdt.  to S.  (Educational Opportunities Act) Educational Opportunities Act 
S223,s,106.0,91.0,2000-05-04T17:02:00-04:00,2000,amendment,1/2,s91-106.2000,On the Amendment S.Amdt. 3118 to S.Amdt. 3117 to S. 2 (Educational Opportunities Act),"{""title"": ""Educational Opportunities Act"", ""type"": ""s"", ""number"": 2, ""congress"": 106}","{""type"": ""s"", ""number"": 3118, ""purpose"": ""To provide for merit school programs for rewarding all teachers in schools that improve student achievement for all students.""}",1.0,Educational Opportunities Act,,On the Amendment S.Amdt.  to S.Amdt.  to S.  (Educational Opportunities Act) Educational Opportunities Act 
S223,s,106.0,92.0,2000-05-04T17:31:00-04:00,2000,amendment,1/2,s92-106.2000,On the Amendment S.Amdt. 3117 to S. 2 (Educational Opportunities Act),"{""title"": ""Educational Opportunities Act"", ""type"": ""s"", ""number"": 2, ""congress"": 106}","{""type"": ""s"", ""number"": 3117, ""purpose"": ""To reform certain State requirements relating to the use of funds to improve student academic achievement and student performance and to coordinate professional development activities.""}",0.0,Educational Opportunities Act,,On the Amendment S.Amdt.  to S.  (Educational Opportunities Act) Educational Opportunities Act 
S223,s,106.0,93.0,2000-05-04T17:50:00-04:00,2000,amendment,1/2,s93-106.2000,On the Amendment S.Amdt. 3122 to S. 2 (Educational Opportunities Act),"{""title"": ""Educational Opportunities Act"", ""type"": ""s"", ""number"": 2, ""congress"": 106}","{""type"": ""s"", ""number"": 3122, ""purpose"": ""To provide for class size reduction programs.""}",1.0,Educational Opportunities Act,,On the Amendment S.Amdt.  to S.  (Educational Opportunities Act) Educational Opportunities Act 
S223,s,106.0,94.0,2000-05-09T14:15:00-04:00,2000,amendment,1/2,s94-106.2000,On the Amendment S.Amdt. 3126 to S. 2 (Educational Opportunities Act),"{""title"": ""Educational Opportunities Act"", ""type"": ""s"", ""number"": 2, ""congress"": 106}","{""type"": ""s"", ""number"": 3126, ""purpose"": ""To improve the provisions relating to teachers.""}",1.0,Educational Opportunities Act,,On the Amendment S.Amdt.  to S.  (Educational Opportunities Act) Educational Opportunities Act 
S223,s,106.0,95.0,2000-05-09T16:49:00-04:00,2000,amendment,1/2,s95-106.2000,On the Amendment S.Amdt. 3127 to S. 2 (Educational Opportunities Act),"{""title"": ""Educational Opportunities Act"", ""type"": ""s"", ""number"": 2, ""congress"": 106}","{""type"": ""s"", ""number"": 3127, ""purpose"": ""To improve the bill.""}",0.0,Educational Opportunities Act,,On the Amendment S.Amdt.  to S.  (Educational Opportunities Act) Educational Opportunities Act 
S223,s,106.0,96.0,2000-05-10T09:37:00-04:00,2000,procedural,1/2,s96-106.2000,On the Motion (Motion To Proceed To Conference Report To Accompany H.R. 434),"{""title"": ""An act to authorize a new trade and investment policy for sub-Sahara Africa, expand trade benefits to the countries in the Caribbean Basin, renew the generalized system of preferences, and reauthorize the trade adjustment assistance programs."", ""type"": ""hr"", ""number"": 434, ""congress"": 106}",null,1.0,"An act to authorize a new trade and investment policy for sub-Sahara Africa, expand trade benefits to the countries in the Caribbean Basin, renew the generalized system of preferences, and reauthorize the trade adjustment assistance programs.",,"On the Motion (Motion To Proceed To Conference Report To Accompany H.R. ) An act to authorize a new trade and investment policy for sub-Sahara Africa, expand trade benefits to the countries in the Caribbean Basin, renew the generalized system of preferences, and reauthorize the trade adjustment assistance programs. "
S223,s,106.0,97.0,2000-05-11T10:01:00-04:00,2000,cloture,3/5,s97-106.2000,On the Cloture Motion H.R. 434,"{""title"": ""An act to authorize a new trade and investment policy for sub-Sahara Africa, expand trade benefits to the countries in the Caribbean Basin, renew the generalized system of preferences, and reauthorize the trade adjustment assistance programs."", ""type"": ""hr"", ""number"": 434, ""congress"": 106}",null,0.0,"An act to authorize a new trade and investment policy for sub-Sahara Africa, expand trade benefits to the countries in the Caribbean Basin, renew the generalized system of preferences, and reauthorize the trade adjustment assistance programs.",,"On the Cloture Motion H.R.  An act to authorize a new trade and investment policy for sub-Sahara Africa, expand trade benefits to the countries in the Caribbean Basin, renew the generalized system of preferences, and reauthorize the trade adjustment assistance programs. "
S223,s,106.0,98.0,2000-05-11T11:22:00-04:00,2000,passage,1/2,s98-106.2000,On the Conference Report H.R. 434,"{""title"": ""An act to authorize a new trade and investment policy for sub-Sahara Africa, expand trade benefits to the countries in the Caribbean Basin, renew the generalized system of preferences, and reauthorize the trade adjustment assistance programs."", ""type"": ""hr"", ""number"": 434, ""congress"": 106}",null,0.0,"An act to authorize a new trade and investment policy for sub-Sahara Africa, expand trade benefits to the countries in the Caribbean Basin, renew the generalized system of preferences, and reauthorize the trade adjustment assistance programs.",,"On the Conference Report H.R.  An act to authorize a new trade and investment policy for sub-Sahara Africa, expand trade benefits to the countries in the Caribbean Basin, renew the generalized system of preferences, and reauthorize the trade adjustment assistance programs. "
S223,s,106.0,99.0,2000-05-16T17:05:00-04:00,2000,procedural,1/2,s99-106.2000,On the Motion for Attendance S. 2521,"{""title"": ""An original bill making appropriations for military construction, family housing, and base realignment and closure for the Department of Defense for the fiscal year ending September 30, 2001, and for other purposes."", ""type"": ""s"", ""number"": 2521, ""congress"": 106}",null,1.0,"An original bill making appropriations for military construction, family housing, and base realignment and closure for the Department of Defense for the fiscal year ending September 30, 2001, and for other purposes.",,"On the Motion for Attendance S.  An original bill making appropriations for military construction, family housing, and base realignment and closure for the Department of Defense for the fiscal year ending September , , and for other purposes. "
S223,s,107.0,1.0,2001-01-23T14:44:00-05:00,2001,nomination,1/2,s1-107.2001,"On the Nomination PN101: Mitchell E. Daniels, Jr., of Indiana, to be Director of the Office of Management and Budget",null,null,1.0,,,"On the Nomination PN: Mitchell E. Daniels, Jr., of Indiana, to be Director of the Office of Management and Budget  "
S223,s,107.0,10.0,2001-02-07T15:00:00-05:00,2001,passage,1/2,s10-107.2001,On Passage of the Bill S. 248,"{""title"": ""A bill to amend the Admiral James W. Nance and Meg Donovan Foreign Relations Authorization Act, Fiscal Years 2000 and 2001, to adjust a condition on the payment of arrearages to the United Nations that sets the maximum share of any United Nations peacekeeping operation's budget that may be assessed of any  country."", ""type"": ""s"", ""number"": 248, ""congress"": 107}",null,1.0,"A bill to amend the Admiral James W. Nance and Meg Donovan Foreign Relations Authorization Act, Fiscal Years 2000 and 2001, to adjust a condition on the payment of arrearages to the United Nations that sets the maximum share of any United Nations peacekeeping operation's budget that may be assessed of any  country.",,"On Passage of the Bill S.  A bill to amend the Admiral James W. Nance and Meg Donovan Foreign Relations Authorization Act, Fiscal Years  and , to adjust a condition on the payment of arrearages to the United Nations that sets the maximum share of any United Nations peacekeeping operation's budget that may be assessed of any  country. "
S223,s,107.0,100.0,2001-05-10T14:33:00-04:00,2001,amendment,1/2,s100-107.2001,On the Amendment S.Amdt. 451 to S.Amdt. 358 to S. 1 (Better Education for Students and Teachers Act),"{""title"": ""Better Education for Students and Teachers Act"", ""type"": ""s"", ""number"": 1, ""congress"": 107}","{""type"": ""s"", ""number"": 451, ""purpose"": ""To express the sense of the Senate regarding, and authorize appropriations for, part A and part D of title III of the Elementary and Secondary Education Act of 1965.""}",0.0,Better Education for Students and Teachers Act,,On the Amendment S.Amdt.  to S.Amdt.  to S.  (Better Education for Students and Teachers Act) Better Education for Students and Teachers Act 
S223,s,107.0,101.0,2001-05-14T17:46:00-04:00,2001,amendment,1/2,s101-107.2001,On the Amendment S.Amdt. 460 to S.Amdt. 358 to S. 1 (Better Education for Students and Teachers Act),"{""title"": ""Better Education for Students and Teachers Act"", ""type"": ""s"", ""number"": 1, ""congress"": 107}","{""type"": ""s"", ""number"": 460, ""purpose"": ""To provide assistance to entities that emphasize language and life skills programs for limited English proficient students.""}",1.0,Better Education for Students and Teachers Act,,On the Amendment S.Amdt.  to S.Amdt.  to S.  (Better Education for Students and Teachers Act) Better Education for Students and Teachers Act 
S223,s,107.0,102.0,2001-05-14T18:11:00-04:00,2001,amendment,1/2,s102-107.2001,On the Amendment S.Amdt. 376 to S.Amdt. 358 to S. 1 (Better Education for Students and Teachers Act),"{""title"": ""Better Education for Students and Teachers Act"", ""type"": ""s"", ""number"": 1, ""congress"": 107}","{""type"": ""s"", ""number"": 376, ""purpose"": ""To provide for school safety.""}",1.0,Better Education for Students and Teachers Act,,On the Amendment S.Amdt.  to S.Amdt.  to S.  (Better Education for Students and Teachers Act) Better Education for Students and Teachers Act 
S223,s,107.0,103.0,2001-05-15T14:18:00-04:00,2001,amendment,1/2,s103-107.2001,On the Amendment S.Amdt. 378 to S.Amdt. 358 to S. 1 (Better Education for Students and Teachers Act),"{""title"": ""Better Education for Students and Teachers Act"", ""type"": ""s"", ""number"": 1, ""congress"": 107}","{""type"": ""s"", ""number"": 378, ""purpose"": ""To provide for class reduction programs.""}",1.0,Better Education for Students and Teachers Act,,On the Amendment S.Amdt.  to S.Amdt.  to S.  (Better Education for Students and Teachers Act) Better Education for Students and Teachers Act 
S223,s,107.0,104.0,2001-05-15T17:31:00-04:00,2001,amendment,1/2,s104-107.2001,On the Amendment S.Amdt. 477 to S.Amdt. 358 to S. 1 (Better Education for Students and Teachers Act),"{""title"": ""Better Education for Students and Teachers Act"", ""type"": ""s"", ""number"": 1, ""congress"": 107}","{""type"": ""s"", ""number"": 477, ""purpose"": ""To express the sense of the Senate that S.27, the Bipartisan Campaign Reform Act of 2001, as passed by the Senate on April 2d should be engrossed and transmitted to the House of Representatives.""}",1.0,Better Education for Students and Teachers Act,,On the Amendment S.Amdt.  to S.Amdt.  to S.  (Better Education for Students and Teachers Act) Better Education for Students and Teachers Act 
S223,s,107.0,105.0,2001-05-16T11:15:00-04:00,2001,amendment,1/2,s105-107.2001,On the Amendment S.Amdt. 563 to S.Amdt. 358 to S. 1 (Better Education for Students and Teachers Act),"{""title"": ""Better Education for Students and Teachers Act"", ""type"": ""s"", ""number"": 1, ""congress"": 107}","{""type"": ""s"", ""number"": 563, ""purpose"": ""To express the sense of the Senate regarding, and authorize appropriations for, part F of title I of the Elementary and Secondary Education Act of 1965.""}",1.0,Better Education for Students and Teachers Act,,On the Amendment S.Amdt.  to S.Amdt.  to S.  (Better Education for Students and Teachers Act) Better Education for Students and Teachers Act 
S223,s,107.0,106.0,2001-05-16T13:46:00-04:00,2001,amendment,1/2,s106-107.2001,On the Amendment S.Amdt. 425 to S.Amdt. 358 to S. 1 (Better Education for Students and Teachers Act),"{""title"": ""Better Education for Students and Teachers Act"", ""type"": ""s"", ""number"": 1, ""congress"": 107}","{""type"": ""s"", ""number"": 425, ""purpose"": ""To make amendments regarding the Reading First Program.""}",1.0,Better Education for Students and Teachers Act,,On the Amendment S.Amdt.  to S.Amdt.  to S.  (Better Education for Students and Teachers Act) Better Education for Students and Teachers Act 
S223,s,107.0,107.0,2001-05-16T15:51:00-04:00,2001,amendment,1/2,s107-107.2001,On the Amendment S.Amdt. 649 to S.Amdt. 358 to S. 1 (Better Education for Students and Teachers Act),"{""title"": ""Better Education for Students and Teachers Act"", ""type"": ""s"", ""number"": 1, ""congress"": 107}","{""type"": ""s"", ""number"": 649, ""purpose"": ""To modify provisions relating to school construction.""}",0.0,Better Education for Students and Teachers Act,,On the Amendment S.Amdt.  to S.Amdt.  to S.  (Better Education for Students and Teachers Act) Better Education for Students and Teachers Act 
S223,s,107.0,108.0,2001-05-16T16:47:00-04:00,2001,amendment,1/2,s108-107.2001,On the Amendment S.Amdt. 525 to S.Amdt. 358 to S. 1 (Better Education for Students and Teachers Act),"{""title"": ""Better Education for Students and Teachers Act"", ""type"": ""s"", ""number"": 1, ""congress"": 107}","{""type"": ""s"", ""number"": 525, ""purpose"": ""To provide grants for the renovation of schools.""}",1.0,Better Education for Students and Teachers Act,,On the Amendment S.Amdt.  to S.Amdt.  to S.  (Better Education for Students and Teachers Act) Better Education for Students and Teachers Act 
S223,s,107.0,109.0,2001-05-16T17:27:00-04:00,2001,amendment,1/2,s109-107.2001,On the Amendment S.Amdt. 550 to S. 1 (Better Education for Students and Teachers Act),"{""title"": ""Better Education for Students and Teachers Act"", ""type"": ""s"", ""number"": 1, ""congress"": 107}","{""type"": ""s"", ""number"": 550, ""purpose"": ""To liberalize the tax-exempt financing rules for public school construction.""}",1.0,Better Education for Students and Teachers Act,,On the Amendment S.Amdt.  to S.  (Better Education for Students and Teachers Act) Better Education for Students and Teachers Act 
S223,s,107.0,11.0,2001-02-08T14:53:00-05:00,2001,passage,1/2,s11-107.2001,On Passage of the Bill S. 235,"{""title"": ""A bill to provide for enhanced safety, public awareness, and environmental protection in pipeline transportation, and for other purposes."", ""type"": ""s"", ""number"": 235, ""congress"": 107}",null,1.0,"A bill to provide for enhanced safety, public awareness, and environmental protection in pipeline transportation, and for other purposes.",,"On Passage of the Bill S.  A bill to provide for enhanced safety, public awareness, and environmental protection in pipeline transportation, and for other purposes. "
